date,area,cases
2022-06-12,Santa Cruz,56
2022-06-13,Santa Cruz,160
2022-06-14,Santa Cruz,138
2022-06-15,Santa Cruz,127
2022-06-16,Santa Cruz,115
2022-06-17,Santa Cruz,133
2022-06-18,Santa Cruz,66
2022-06-19,Santa Cruz,76
2022-06-20,Santa Cruz,163
2022-06-21,Santa Cruz,173
2022-06-22,Santa Cruz,130
2022-06-23,Santa Cruz,119
2022-06-24,Santa Cruz,111
2022-06-25,Santa Cruz,101
2022-06-26,Santa Cruz,70
2022-06-27,Santa Cruz,157
2022-06-28,Santa Cruz,170
2022-06-29,Santa Cruz,133
2022-06-30,Santa Cruz,125
2022-07-01,Santa Cruz,119
2022-07-02,Santa Cruz,66
2022-07-03,Santa Cruz,59
2022-07-04,Santa Cruz,61
2022-07-05,Santa Cruz,198
2022-07-06,Santa Cruz,176
2022-07-07,Santa Cruz,142
2022-07-08,Santa Cruz,157
2022-07-09,Santa Cruz,88
2022-07-10,Santa Cruz,77
2022-07-11,Santa Cruz,191
2022-07-12,Santa Cruz,150
2022-07-13,Santa Cruz,137
2022-07-14,Santa Cruz,136
2022-07-15,Santa Cruz,92
2022-07-16,Santa Cruz,90
2022-07-17,Santa Cruz,72
2022-07-18,Santa Cruz,197
2022-07-19,Santa Cruz,149
2022-07-20,Santa Cruz,122
2022-07-21,Santa Cruz,114
2022-07-22,Santa Cruz,118
2022-07-23,Santa Cruz,106
2022-07-24,Santa Cruz,51
2022-07-25,Santa Cruz,172
2022-07-26,Santa Cruz,121
2022-07-27,Santa Cruz,104
2022-07-28,Santa Cruz,95
2022-07-29,Santa Cruz,118
2022-07-30,Santa Cruz,76
2022-07-31,Santa Cruz,66
2022-08-01,Santa Cruz,168
2022-08-02,Santa Cruz,106
2022-08-03,Santa Cruz,90
2022-08-04,Santa Cruz,89
2022-08-05,Santa Cruz,88
2022-08-06,Santa Cruz,67
2022-08-07,Santa Cruz,57
2022-08-08,Santa Cruz,122
2022-08-09,Santa Cruz,76
2022-08-10,Santa Cruz,74
2022-08-11,Santa Cruz,81
2022-08-12,Santa Cruz,65
2022-08-13,Santa Cruz,53
2022-08-14,Santa Cruz,38
2022-08-15,Santa Cruz,106
2022-08-16,Santa Cruz,80
2022-08-17,Santa Cruz,53
2022-08-18,Santa Cruz,90
2022-08-19,Santa Cruz,71
2022-08-20,Santa Cruz,63
2022-08-21,Santa Cruz,30
2022-08-22,Santa Cruz,115
2022-08-23,Santa Cruz,83
2022-08-24,Santa Cruz,53
2022-08-25,Santa Cruz,27
2022-08-26,Santa Cruz,60
2022-08-27,Santa Cruz,47
2022-08-28,Santa Cruz,13
2022-08-29,Santa Cruz,101
2022-08-30,Santa Cruz,67
2022-08-31,Santa Cruz,52
2022-09-01,Santa Cruz,49
2022-09-02,Santa Cruz,53
2022-09-03,Santa Cruz,23
2022-09-04,Santa Cruz,19
2022-09-05,Santa Cruz,19
2022-09-06,Santa Cruz,59
2022-09-07,Santa Cruz,81
2022-09-08,Santa Cruz,33
2022-09-09,Santa Cruz,31
2022-09-10,Santa Cruz,21
2022-09-11,Santa Cruz,11
2022-09-12,Santa Cruz,36
2022-09-13,Santa Cruz,28
2022-09-14,Santa Cruz,25
2022-09-15,Santa Cruz,14
2022-09-16,Santa Cruz,22
2022-09-17,Santa Cruz,21
2022-09-18,Santa Cruz,8
2022-09-19,Santa Cruz,30
2022-09-20,Santa Cruz,30
2022-09-21,Santa Cruz,22
2022-09-22,Santa Cruz,47
2022-09-23,Santa Cruz,44
2022-09-24,Santa Cruz,16
2022-09-25,Santa Cruz,17
2022-09-26,Santa Cruz,48
2022-09-27,Santa Cruz,39
2022-09-28,Santa Cruz,31
2022-09-29,Santa Cruz,37
2022-09-30,Santa Cruz,44
2022-10-01,Santa Cruz,22
2022-10-02,Santa Cruz,14
2022-10-03,Santa Cruz,40
2022-10-04,Santa Cruz,47
2022-10-05,Santa Cruz,36
2022-10-06,Santa Cruz,32
2022-10-07,Santa Cruz,39
2022-10-08,Santa Cruz,32
2022-10-09,Santa Cruz,22
2022-10-10,Santa Cruz,65
2022-10-11,Santa Cruz,34
2022-10-12,Santa Cruz,42
2022-10-13,Santa Cruz,37
2022-10-14,Santa Cruz,25
2022-10-15,Santa Cruz,32
2022-10-16,Santa Cruz,27
2022-10-17,Santa Cruz,86
2022-10-18,Santa Cruz,49
2022-10-19,Santa Cruz,22
2022-10-20,Santa Cruz,49
2022-10-21,Santa Cruz,38
2022-10-22,Santa Cruz,15
2022-10-23,Santa Cruz,13
2022-10-24,Santa Cruz,54
2022-10-25,Santa Cruz,23
2022-10-26,Santa Cruz,35
2022-10-27,Santa Cruz,26
2022-10-28,Santa Cruz,21
2022-10-29,Santa Cruz,15
2022-10-30,Santa Cruz,14
2022-10-31,Santa Cruz,54
2022-11-01,Santa Cruz,41
2022-11-02,Santa Cruz,31
2022-11-03,Santa Cruz,34
2022-11-04,Santa Cruz,49
2022-11-05,Santa Cruz,27
2022-11-06,Santa Cruz,29
2022-11-07,Santa Cruz,71
2022-11-08,Santa Cruz,50
2022-11-09,Santa Cruz,32
2022-11-10,Santa Cruz,31
2022-11-11,Santa Cruz,30
2022-11-12,Santa Cruz,30
2022-11-13,Santa Cruz,13
2022-11-14,Santa Cruz,64
2022-11-15,Santa Cruz,56
2022-11-16,Santa Cruz,40
2022-11-17,Santa Cruz,42
2022-11-18,Santa Cruz,37
2022-11-19,Santa Cruz,23
2022-11-20,Santa Cruz,18
2022-11-21,Santa Cruz,70
2022-11-22,Santa Cruz,45
2022-11-23,Santa Cruz,45
2022-11-24,Santa Cruz,18
2022-11-25,Santa Cruz,30
2022-11-26,Santa Cruz,37
2022-11-27,Santa Cruz,48
2022-11-28,Santa Cruz,148
2022-11-29,Santa Cruz,94
2022-11-30,Santa Cruz,84
2022-12-01,Santa Cruz,64
2022-12-02,Santa Cruz,68
2022-12-03,Santa Cruz,55
2022-12-04,Santa Cruz,42
2022-12-05,Santa Cruz,64
2022-12-06,Santa Cruz,124
2022-12-07,Santa Cruz,107
2022-12-08,Santa Cruz,93
2022-12-09,Santa Cruz,28
2022-12-10,Santa Cruz,72
2022-12-11,Santa Cruz,34
2022-12-12,Santa Cruz,118
2022-12-13,Santa Cruz,87
2022-12-14,Santa Cruz,36
2022-12-15,Santa Cruz,32
2022-12-16,Santa Cruz,27
2022-12-17,Santa Cruz,26
2022-12-18,Santa Cruz,16
2022-12-19,Santa Cruz,35
2022-12-20,Santa Cruz,30
2022-12-21,Santa Cruz,22
2022-12-22,Santa Cruz,45
2022-12-23,Santa Cruz,26
2022-12-24,Santa Cruz,19
2022-12-25,Santa Cruz,18
2022-12-26,Santa Cruz,61
2022-12-27,Santa Cruz,41
2022-12-28,Santa Cruz,38
2022-12-29,Santa Cruz,31
2022-12-30,Santa Cruz,20
2022-12-31,Santa Cruz,19
2023-01-01,Santa Cruz,8
2023-01-02,Santa Cruz,14
2023-01-03,Santa Cruz,31
2023-01-04,Santa Cruz,23
2023-01-05,Santa Cruz,26
2023-01-06,Santa Cruz,26
2023-01-07,Santa Cruz,15
2023-01-08,Santa Cruz,12
2023-01-09,Santa Cruz,19
2023-01-10,Santa Cruz,37
2023-01-11,Santa Cruz,28
2023-01-12,Santa Cruz,20
2023-01-13,Santa Cruz,30
2023-01-14,Santa Cruz,19
2023-01-15,Santa Cruz,7
2023-01-16,Santa Cruz,27
2023-01-17,Santa Cruz,25
2023-01-18,Santa Cruz,18
2023-01-19,Santa Cruz,10
2023-01-20,Santa Cruz,12
2023-01-21,Santa Cruz,21
2023-01-22,Santa Cruz,7
2023-01-23,Santa Cruz,25
2023-01-24,Santa Cruz,9
2023-01-25,Santa Cruz,23
2023-01-26,Santa Cruz,14
2023-01-27,Santa Cruz,11
2023-01-28,Santa Cruz,32
2023-01-29,Santa Cruz,10
2023-01-30,Santa Cruz,30
2023-01-31,Santa Cruz,17
2023-02-01,Santa Cruz,29
2023-02-02,Santa Cruz,63
2023-02-03,Santa Cruz,21
2023-02-04,Santa Cruz,34
2023-02-05,Santa Cruz,13
2023-02-06,Santa Cruz,37
2023-02-07,Santa Cruz,18
2023-02-08,Santa Cruz,25
2023-02-09,Santa Cruz,22
2023-02-10,Santa Cruz,53
2023-02-11,Santa Cruz,12
2023-02-12,Santa Cruz,8
2023-02-13,Santa Cruz,4
2023-02-14,Santa Cruz,0
,Santa Cruz,0
2020-02-01,Shasta,0
2020-02-02,Shasta,0
2020-02-03,Shasta,0
2020-02-04,Shasta,0
2020-02-05,Shasta,0
2020-02-06,Shasta,0
2020-02-07,Shasta,0
2020-02-08,Shasta,0
2020-02-09,Shasta,0
2020-02-10,Shasta,0
2020-02-11,Shasta,0
2020-02-12,Shasta,0
2020-02-13,Shasta,0
2020-02-14,Shasta,0
2020-02-15,Shasta,0
2020-02-16,Shasta,0
2020-02-17,Shasta,0
2020-02-18,Shasta,0
2020-02-19,Shasta,0
2020-02-20,Shasta,0
2020-02-21,Shasta,0
2020-02-22,Shasta,0
2020-02-23,Shasta,0
2020-02-24,Shasta,0
2020-02-25,Shasta,0
2020-02-26,Shasta,0
2020-02-27,Shasta,0
2020-02-28,Shasta,2
2020-02-29,Shasta,0
2020-03-01,Shasta,0
2020-03-02,Shasta,0
2020-03-03,Shasta,0
2020-03-04,Shasta,0
2020-03-05,Shasta,0
2020-03-06,Shasta,0
2020-03-07,Shasta,0
2020-03-08,Shasta,0
2020-03-09,Shasta,0
2020-03-10,Shasta,0
2020-03-11,Shasta,0
2020-03-12,Shasta,0
2020-03-13,Shasta,1
2020-03-14,Shasta,2
2020-03-15,Shasta,0
2020-03-16,Shasta,0
2020-03-17,Shasta,0
2020-03-18,Shasta,4
2020-03-19,Shasta,1
2020-03-20,Shasta,1
2020-03-21,Shasta,1
2020-03-22,Shasta,1
2020-03-23,Shasta,0
2020-03-24,Shasta,2
2020-03-25,Shasta,1
2020-03-26,Shasta,1
2020-03-27,Shasta,0
2020-03-28,Shasta,3
2020-03-29,Shasta,0
2020-03-30,Shasta,1
2020-03-31,Shasta,1
2020-04-01,Shasta,3
2020-04-02,Shasta,1
2020-04-03,Shasta,1
2020-04-04,Shasta,0
2020-04-05,Shasta,1
2020-04-06,Shasta,1
2020-04-07,Shasta,0
2020-04-08,Shasta,1
2020-04-09,Shasta,0
2020-04-10,Shasta,0
2020-04-11,Shasta,0
2020-04-12,Shasta,0
2020-04-13,Shasta,0
2020-04-14,Shasta,1
2020-04-15,Shasta,0
2020-04-16,Shasta,0
2020-04-17,Shasta,0
2020-04-18,Shasta,0
2020-04-19,Shasta,0
2020-04-20,Shasta,2
2020-04-21,Shasta,0
2020-04-22,Shasta,1
2020-04-23,Shasta,1
2020-04-24,Shasta,0
2020-04-25,Shasta,0
2020-04-26,Shasta,0
2020-04-27,Shasta,3
2020-04-28,Shasta,0
2020-04-29,Shasta,0
2020-04-30,Shasta,1
2020-05-01,Shasta,1
2020-05-02,Shasta,0
2020-05-03,Shasta,0
2020-05-04,Shasta,2
2020-05-05,Shasta,2
2020-05-06,Shasta,1
2020-05-07,Shasta,1
2020-05-08,Shasta,1
2020-05-09,Shasta,0
2020-05-10,Shasta,0
2020-05-11,Shasta,0
2020-05-12,Shasta,0
2020-05-13,Shasta,1
2020-05-14,Shasta,0
2020-05-15,Shasta,0
2020-05-16,Shasta,1
2020-05-17,Shasta,0
2020-05-18,Shasta,1
2020-05-19,Shasta,1
2020-05-20,Shasta,0
2020-05-21,Shasta,0
2020-05-22,Shasta,2
2020-05-23,Shasta,0
2020-05-24,Shasta,0
2020-05-25,Shasta,1
2020-05-26,Shasta,1
2020-05-27,Shasta,0
2020-05-28,Shasta,3
2020-05-29,Shasta,2
2020-05-30,Shasta,0
2020-05-31,Shasta,0
2020-06-01,Shasta,2
2020-06-02,Shasta,0
2020-06-03,Shasta,1
2020-06-04,Shasta,3
2020-06-05,Shasta,6
2020-06-06,Shasta,1
2020-06-07,Shasta,0
2020-06-08,Shasta,1
2020-06-09,Shasta,4
2020-06-10,Shasta,4
2020-06-11,Shasta,5
2020-06-12,Shasta,7
2020-06-13,Shasta,7
2020-06-14,Shasta,2
2020-06-15,Shasta,6
2020-06-16,Shasta,6
2020-06-17,Shasta,9
2020-06-18,Shasta,2
2020-06-19,Shasta,11
2020-06-20,Shasta,3
2020-06-21,Shasta,6
2020-06-22,Shasta,10
2020-06-23,Shasta,3
2020-06-24,Shasta,9
2020-06-25,Shasta,8
2020-06-26,Shasta,10
2020-06-27,Shasta,7
2020-06-28,Shasta,6
2020-06-29,Shasta,13
2020-06-30,Shasta,8
2020-07-01,Shasta,16
2020-07-02,Shasta,5
2020-07-03,Shasta,3
2020-07-04,Shasta,8
2020-07-05,Shasta,3
2020-07-06,Shasta,6
2020-07-07,Shasta,10
2020-07-08,Shasta,13
2020-07-09,Shasta,9
2020-07-10,Shasta,6
2020-07-11,Shasta,4
2020-07-12,Shasta,7
2020-07-13,Shasta,6
2020-07-14,Shasta,11
2020-07-15,Shasta,9
2020-07-16,Shasta,9
2020-07-17,Shasta,15
2020-07-18,Shasta,12
2020-07-19,Shasta,9
2020-07-20,Shasta,13
2020-07-21,Shasta,15
2020-07-22,Shasta,8
2020-07-23,Shasta,10
2020-07-24,Shasta,11
2020-07-25,Shasta,8
2020-07-26,Shasta,5
2020-07-27,Shasta,7
2020-07-28,Shasta,7
2020-07-29,Shasta,12
2020-07-30,Shasta,12
2020-07-31,Shasta,4
2020-08-01,Shasta,10
2020-08-02,Shasta,5
2020-08-03,Shasta,4
2020-08-04,Shasta,7
2020-08-05,Shasta,6
2020-08-06,Shasta,6
2020-08-07,Shasta,9
2020-08-08,Shasta,5
2020-08-09,Shasta,2
2020-08-10,Shasta,4
2020-08-11,Shasta,4
2020-08-12,Shasta,4
2020-08-13,Shasta,4
2020-08-14,Shasta,5
2020-08-15,Shasta,5
2020-08-16,Shasta,3
2020-08-17,Shasta,7
2020-08-18,Shasta,6
2020-08-19,Shasta,4
2020-08-20,Shasta,4
2020-08-21,Shasta,1
2020-08-22,Shasta,0
2020-08-23,Shasta,2
2020-08-24,Shasta,5
2020-08-25,Shasta,2
2020-08-26,Shasta,4
2020-08-27,Shasta,5
2020-08-28,Shasta,6
2020-08-29,Shasta,4
2020-08-30,Shasta,8
2020-08-31,Shasta,3
2020-09-01,Shasta,5
2020-09-02,Shasta,8
2020-09-03,Shasta,1
2020-09-04,Shasta,5
2020-09-05,Shasta,3
2020-09-06,Shasta,1
2020-09-07,Shasta,6
2020-09-08,Shasta,10
2020-09-09,Shasta,8
2020-09-10,Shasta,12
2020-09-11,Shasta,11
2020-09-12,Shasta,10
2020-09-13,Shasta,12
2020-09-14,Shasta,12
2020-09-15,Shasta,23
2020-09-16,Shasta,12
2020-09-17,Shasta,26
2020-09-18,Shasta,39
2020-09-19,Shasta,35
2020-09-20,Shasta,27
2020-09-21,Shasta,41
2020-09-22,Shasta,50
2020-09-23,Shasta,35
2020-09-24,Shasta,39
2020-09-25,Shasta,37
2020-09-26,Shasta,34
2020-09-27,Shasta,50
2020-09-28,Shasta,43
2020-09-29,Shasta,54
2020-09-30,Shasta,61
2020-10-01,Shasta,56
2020-10-02,Shasta,51
2020-10-03,Shasta,35
2020-10-04,Shasta,28
2020-10-05,Shasta,98
2020-10-06,Shasta,32
2020-10-07,Shasta,40
2020-10-08,Shasta,43
2020-10-09,Shasta,34
2020-10-10,Shasta,26
2020-10-11,Shasta,17
2020-10-12,Shasta,30
2020-10-13,Shasta,25
2020-10-14,Shasta,24
2020-10-15,Shasta,38
2020-10-16,Shasta,11
2020-10-17,Shasta,22
2020-10-18,Shasta,26
2020-10-19,Shasta,25
2020-10-20,Shasta,44
2020-10-21,Shasta,23
2020-10-22,Shasta,36
2020-10-23,Shasta,46
2020-10-24,Shasta,37
2020-10-25,Shasta,45
2020-10-26,Shasta,64
2020-10-27,Shasta,54
2020-10-28,Shasta,86
2020-10-29,Shasta,80
2020-10-30,Shasta,63
2020-10-31,Shasta,44
2020-11-01,Shasta,54
2020-11-02,Shasta,135
2020-11-03,Shasta,103
2020-11-04,Shasta,94
2020-11-05,Shasta,131
2020-11-06,Shasta,90
2020-11-07,Shasta,73
2020-11-08,Shasta,67
2020-11-09,Shasta,136
2020-11-10,Shasta,154
2020-11-11,Shasta,143
2020-11-12,Shasta,123
2020-11-13,Shasta,137
2020-11-14,Shasta,84
2020-11-15,Shasta,81
2020-11-16,Shasta,173
2020-11-17,Shasta,148
2020-11-18,Shasta,158
2020-11-19,Shasta,133
2020-11-20,Shasta,138
2020-11-21,Shasta,73
2020-11-22,Shasta,73
2020-11-23,Shasta,156
2020-11-24,Shasta,118
2020-11-25,Shasta,100
2020-11-26,Shasta,46
2020-11-27,Shasta,83
2020-11-28,Shasta,77
2020-11-29,Shasta,77
2020-11-30,Shasta,172
2020-12-01,Shasta,145
2020-12-02,Shasta,125
2020-12-03,Shasta,124
2020-12-04,Shasta,109
2020-12-05,Shasta,89
2020-12-06,Shasta,61
2020-12-07,Shasta,140
2020-12-08,Shasta,123
2020-12-09,Shasta,110
2020-12-10,Shasta,65
2020-12-11,Shasta,67
2020-12-12,Shasta,45
2020-12-13,Shasta,33
2020-12-14,Shasta,75
2020-12-15,Shasta,89
2020-12-16,Shasta,59
2020-12-17,Shasta,73
2020-12-18,Shasta,76
2020-12-19,Shasta,38
2020-12-20,Shasta,52
2020-12-21,Shasta,114
2020-12-22,Shasta,65
2020-12-23,Shasta,79
2020-12-24,Shasta,72
2020-12-25,Shasta,41
2020-12-26,Shasta,74
2020-12-27,Shasta,60
2020-12-28,Shasta,127
2020-12-29,Shasta,117
2020-12-30,Shasta,104
2020-12-31,Shasta,114
2021-01-01,Shasta,66
2021-01-02,Shasta,81
2021-01-03,Shasta,66
2021-01-04,Shasta,127
2021-01-05,Shasta,105
2021-01-06,Shasta,107
2021-01-07,Shasta,70
2021-01-08,Shasta,88
2021-01-09,Shasta,50
2021-01-10,Shasta,33
2021-01-11,Shasta,112
2021-01-12,Shasta,98
2021-01-13,Shasta,73
2021-01-14,Shasta,64
2021-01-15,Shasta,49
2021-01-16,Shasta,39
2021-01-17,Shasta,33
2021-01-18,Shasta,58
2021-01-19,Shasta,39
2021-01-20,Shasta,36
2021-01-21,Shasta,52
2021-01-22,Shasta,43
2021-01-23,Shasta,20
2021-01-24,Shasta,29
2021-01-25,Shasta,71
2021-01-26,Shasta,41
2021-01-27,Shasta,35
2021-01-28,Shasta,34
2021-01-29,Shasta,34
2021-01-30,Shasta,16
2021-01-31,Shasta,19
2021-02-01,Shasta,45
2021-02-02,Shasta,25
2021-02-03,Shasta,26
2021-02-04,Shasta,43
2021-02-05,Shasta,26
2021-02-06,Shasta,16
2021-02-07,Shasta,11
2021-02-08,Shasta,20
2021-02-09,Shasta,27
2021-02-10,Shasta,28
2021-02-11,Shasta,23
2021-02-12,Shasta,24
2021-02-13,Shasta,18
2021-02-14,Shasta,13
2021-02-15,Shasta,32
2021-02-16,Shasta,20
2021-02-17,Shasta,15
2021-02-18,Shasta,20
2021-02-19,Shasta,18
2021-02-20,Shasta,11
2021-02-21,Shasta,14
2021-02-22,Shasta,14
2021-02-23,Shasta,15
2021-02-24,Shasta,12
2021-02-25,Shasta,13
2021-02-26,Shasta,12
2021-02-27,Shasta,7
2021-02-28,Shasta,6
2021-03-01,Shasta,21
2021-03-02,Shasta,12
2021-03-03,Shasta,14
2021-03-04,Shasta,10
2021-03-05,Shasta,3
2021-03-06,Shasta,12
2021-03-07,Shasta,9
2021-03-08,Shasta,13
2021-03-09,Shasta,8
2021-03-10,Shasta,7
2021-03-11,Shasta,10
2021-03-12,Shasta,10
2021-03-13,Shasta,9
2021-03-14,Shasta,8
2021-03-15,Shasta,16
2021-03-16,Shasta,16
2021-03-17,Shasta,16
2021-03-18,Shasta,5
2021-03-19,Shasta,14
2021-03-20,Shasta,7
2021-03-21,Shasta,6
2021-03-22,Shasta,20
2021-03-23,Shasta,14
2021-03-24,Shasta,13
2021-03-25,Shasta,19
2021-03-26,Shasta,17
2021-03-27,Shasta,9
2021-03-28,Shasta,11
2021-03-29,Shasta,26
2021-03-30,Shasta,18
2021-03-31,Shasta,8
2021-04-01,Shasta,12
2021-04-02,Shasta,15
2021-04-03,Shasta,5
2021-04-04,Shasta,8
2021-04-05,Shasta,26
2021-04-06,Shasta,21
2021-04-07,Shasta,21
2021-04-08,Shasta,12
2021-04-09,Shasta,10
2021-04-10,Shasta,10
2021-04-11,Shasta,9
2021-04-12,Shasta,44
2021-04-13,Shasta,17
2021-04-14,Shasta,20
2021-04-15,Shasta,26
2021-04-16,Shasta,14
2021-04-17,Shasta,12
2021-04-18,Shasta,15
2021-04-19,Shasta,21
2021-04-20,Shasta,15
2021-04-21,Shasta,16
2021-04-22,Shasta,19
2021-04-23,Shasta,15
2021-04-24,Shasta,7
2021-04-25,Shasta,18
2021-04-26,Shasta,23
2021-04-27,Shasta,17
2021-04-28,Shasta,28
2021-04-29,Shasta,16
2021-04-30,Shasta,31
2021-05-01,Shasta,21
2021-05-02,Shasta,20
2021-05-03,Shasta,16
2021-05-04,Shasta,23
2021-05-05,Shasta,20
2021-05-06,Shasta,16
2021-05-07,Shasta,22
2021-05-08,Shasta,22
2021-05-09,Shasta,10
2021-05-10,Shasta,30
2021-05-11,Shasta,14
2021-05-12,Shasta,23
2021-05-13,Shasta,20
2021-05-14,Shasta,20
2021-05-15,Shasta,6
2021-05-16,Shasta,12
2021-05-17,Shasta,16
2021-05-18,Shasta,22
2021-05-19,Shasta,18
2021-05-20,Shasta,18
2021-05-21,Shasta,13
2021-05-22,Shasta,17
2021-05-23,Shasta,7
2021-05-24,Shasta,17
2021-05-25,Shasta,17
2021-05-26,Shasta,9
2021-05-27,Shasta,15
2021-05-28,Shasta,10
2021-05-29,Shasta,9
2021-05-30,Shasta,8
2021-05-31,Shasta,2
2021-06-01,Shasta,16
2021-06-02,Shasta,9
2021-06-03,Shasta,18
2021-06-04,Shasta,15
2021-06-05,Shasta,6
2021-06-06,Shasta,10
2021-06-07,Shasta,15
2021-06-08,Shasta,14
2021-06-09,Shasta,15
2021-06-10,Shasta,10
2021-06-11,Shasta,10
2021-06-12,Shasta,8
2021-06-13,Shasta,3
2021-06-14,Shasta,9
2021-06-15,Shasta,11
2021-06-16,Shasta,6
2021-06-17,Shasta,5
2021-06-18,Shasta,8
2021-06-19,Shasta,4
2021-06-20,Shasta,2
2021-06-21,Shasta,5
2021-06-22,Shasta,13
2021-06-23,Shasta,11
2021-06-24,Shasta,7
2021-06-25,Shasta,5
2021-06-26,Shasta,10
2021-06-27,Shasta,4
2021-06-28,Shasta,6
2021-06-29,Shasta,4
2021-06-30,Shasta,12
2021-07-01,Shasta,6
2021-07-02,Shasta,8
2021-07-03,Shasta,4
2021-07-04,Shasta,4
2021-07-05,Shasta,4
2021-07-06,Shasta,9
2021-07-07,Shasta,10
2021-07-08,Shasta,8
2021-07-09,Shasta,6
2021-07-10,Shasta,6
2021-07-11,Shasta,13
2021-07-12,Shasta,17
2021-07-13,Shasta,7
2021-07-14,Shasta,13
2021-07-15,Shasta,20
2021-07-16,Shasta,8
2021-07-17,Shasta,10
2021-07-18,Shasta,15
2021-07-19,Shasta,25
2021-07-20,Shasta,18
2021-07-21,Shasta,26
2021-07-22,Shasta,33
2021-07-23,Shasta,24
2021-07-24,Shasta,27
2021-07-25,Shasta,28
2021-07-26,Shasta,47
2021-07-27,Shasta,49
2021-07-28,Shasta,50
2021-07-29,Shasta,45
2021-07-30,Shasta,54
2021-07-31,Shasta,45
2021-08-01,Shasta,37
2021-08-02,Shasta,71
2021-08-03,Shasta,62
2021-08-04,Shasta,75
2021-08-05,Shasta,51
2021-08-06,Shasta,58
2021-08-07,Shasta,66
2021-08-08,Shasta,56
2021-08-09,Shasta,85
2021-08-10,Shasta,117
2021-08-11,Shasta,78
2021-08-12,Shasta,74
2021-08-13,Shasta,85
2021-08-14,Shasta,63
2021-08-15,Shasta,75
2021-08-16,Shasta,103
2021-08-17,Shasta,89
2021-08-18,Shasta,131
2021-08-19,Shasta,99
2021-08-20,Shasta,124
2021-08-21,Shasta,81
2021-08-22,Shasta,74
2021-08-23,Shasta,137
2021-08-24,Shasta,127
2021-08-25,Shasta,108
2021-08-26,Shasta,126
2021-08-27,Shasta,122
2021-08-28,Shasta,79
2021-08-29,Shasta,103
2021-08-30,Shasta,154
2021-08-31,Shasta,129
2021-09-01,Shasta,152
2021-09-02,Shasta,132
2021-09-03,Shasta,138
2021-09-04,Shasta,75
2021-09-05,Shasta,77
2021-09-06,Shasta,82
2021-09-07,Shasta,181
2021-09-08,Shasta,156
2021-09-09,Shasta,155
2021-09-10,Shasta,146
2021-09-11,Shasta,94
2021-09-12,Shasta,94
2021-09-13,Shasta,165
2021-09-14,Shasta,130
2021-09-15,Shasta,131
2021-09-16,Shasta,111
2021-09-17,Shasta,125
2021-09-18,Shasta,70
2021-09-19,Shasta,63
2021-09-20,Shasta,114
2021-09-21,Shasta,99
2021-09-22,Shasta,128
2021-09-23,Shasta,90
2021-09-24,Shasta,80
2021-09-25,Shasta,54
2021-09-26,Shasta,51
2021-09-27,Shasta,109
2021-09-28,Shasta,81
2021-09-29,Shasta,61
2021-09-30,Shasta,66
2021-10-01,Shasta,62
2021-10-02,Shasta,54
2021-10-03,Shasta,46
2021-10-04,Shasta,105
2021-10-05,Shasta,107
2021-10-06,Shasta,74
2021-10-07,Shasta,75
2021-10-08,Shasta,88
2021-10-09,Shasta,42
2021-10-10,Shasta,51
2021-10-11,Shasta,89
2021-10-12,Shasta,79
2021-10-13,Shasta,74
2021-10-14,Shasta,70
2021-10-15,Shasta,57
2021-10-16,Shasta,56
2021-10-17,Shasta,50
2021-10-18,Shasta,90
2021-10-19,Shasta,80
2021-10-20,Shasta,76
2021-10-21,Shasta,62
2021-10-22,Shasta,61
2021-10-23,Shasta,33
2021-10-24,Shasta,36
2021-10-25,Shasta,98
2021-10-26,Shasta,72
2021-10-27,Shasta,61
2021-10-28,Shasta,75
2021-10-29,Shasta,75
2021-10-30,Shasta,38
2021-10-31,Shasta,44
2021-11-01,Shasta,83
2021-11-02,Shasta,53
2021-11-03,Shasta,74
2021-11-04,Shasta,58
2021-11-05,Shasta,58
2021-11-06,Shasta,32
2021-11-07,Shasta,19
2021-11-08,Shasta,48
2021-11-09,Shasta,47
2021-11-10,Shasta,55
2021-11-11,Shasta,36
2021-11-12,Shasta,45
2021-11-13,Shasta,33
2021-11-14,Shasta,31
2021-11-15,Shasta,52
2021-11-16,Shasta,46
2021-11-17,Shasta,39
2021-11-18,Shasta,33
2021-11-19,Shasta,36
2021-11-20,Shasta,12
2021-11-21,Shasta,24
2021-11-22,Shasta,31
2021-11-23,Shasta,14
2021-11-24,Shasta,36
2021-11-25,Shasta,11
2021-11-26,Shasta,26
2021-11-27,Shasta,20
2021-11-28,Shasta,23
2021-11-29,Shasta,39
2021-11-30,Shasta,35
2021-12-01,Shasta,30
2021-12-02,Shasta,31
2021-12-03,Shasta,33
2021-12-04,Shasta,15
2021-12-05,Shasta,17
2021-12-06,Shasta,57
2021-12-07,Shasta,23
2021-12-08,Shasta,22
2021-12-09,Shasta,20
2021-12-10,Shasta,16
2021-12-11,Shasta,11
2021-12-12,Shasta,15
2021-12-13,Shasta,28
2021-12-14,Shasta,21
2021-12-15,Shasta,27
2021-12-16,Shasta,15
2021-12-17,Shasta,30
2021-12-18,Shasta,12
2021-12-19,Shasta,21
2021-12-20,Shasta,37
2021-12-21,Shasta,21
2021-12-22,Shasta,31
2021-12-23,Shasta,29
2021-12-24,Shasta,31
2021-12-25,Shasta,34
2021-12-26,Shasta,33
2021-12-27,Shasta,83
2021-12-28,Shasta,61
